

f8b57e7855a2b8e8	Уровень мира — Селение Будды — Пьяный монах-арбалетчик\nПатрулирование: настроено
0c29b08af8819e6e	Гора Тайной Луны — Шелковая башня — Факел и нож — слабый А
f5fa7b16dd6b4be6	Поиски грибов — Си Иймо — отравление
3d7b0b3f708365ed	Значит, это письмо...
bf90af8d503af9f9	Обычный солдат Сун — без оружия — атмосфера
761b39cee2ac6fa8	Пьяная тень цветов — третий этаж Баньлоу — атмосфера — Шэ Бо — после «Записей Мира»
d57c486f7457064b	Каждое использование #Hтехники боевого искусства#E даёт вам слой #H【Тени】#E. Когда слои #H【Тени】#E достигнут 8, сработает небесный гром, придавая вам #H【Пробуждение небесного грома·Тень】#E. В течение следующих 10 секунд вы станете непобедимым, получите 50% сопротивления урону, а также #Hспециальные техники#E будут потреблять 80% меньше выносливости и наносить дополнительно 20% урона.
c700d3e20382ff80	Замок Хэ Дао — Лесные разбойники — Солдат с косой — патрулирование 5
265a2a76ef7af67c	Баньлоу — Записи Мира — атмосфера 1 — танцовщица
05eebe969ac1d0bc	После бедствия — молитва — стоя на коленях — полностью
2e8db22d826730c6	Я Ло Мэнььюэ, белокожая и прекрасная, изящная и трогательная. Мой муж — богатый купец из Южной Страны, однако неожиданно потерял... (следы разорванного текста)\nИспользуя возможность вернуться в Каифэнь, чтобы навестить родню, я ищу высокого, сильного, благородного джентльмена, чтобы осуществить мечту маленькой женщины стать матерью.\nКто захочет, пожалуйста, свяжитесь с Бианхэ... (неясные пометки: не верь, это низкие тайные организации.)
b11b0a00493c20aa	Имя в мире бродяг
ae51bb0a526c3243	В ближайшее время в «Пьяной тени цветов» пройдёт собрание героев под темой «Небесные одежды с крыльями». Говорят, масштаб этого праздника превосходит все предыдущие — помимо множества известных красавиц, даже главы «Фанлou» и «Юньхуа лоу» лично выступят на сцене. Как только весть об этом распространилась, знатные особы и герои со всех концов мира начали стекаться сюда, желая принять участие в этом великом событии.
f10f0be951b06c8c	... Это правда! $T(3110) Не веришь? Я последнее время каждую ночь слышу...
58957fa1cabfea18	Уровень владения боевыми искусствами: %s
8b45d97ba263478a	Чайная башня призраков — пьющий в мире бродяг 6
f65144374ee2db6f	Снижение расхода выносливости при уклонении #Y20%#E, урон, полученный во время уклонения, снижается на #Y20%#E.
fcf6e10a411d1452	При использовании финального пронзающего удара в технике «Боевая восьмерка» по цели, находящейся в состоянии истощения, дополнительно наносится эффект [Оцепенение] на 0.8 секунды.
36ae5df14033e108	У меня есть меч, способный переправить Лу Чуань! В честь сбора всех странствующих героев в мире Яньюнь, в шестнадцатой улице открывается специальная акция «Плавающие пейзажи на лодке». Только это чудо природы может вместить кости тысячелетних героев и переправить всех жителей мира. #YСрок проведения акции: 20 января 2025 года, 20:00 — 21:00#E
411febe4c7a868ff	Записка Вэй Рэньпу · Первая
07fea618b745c9e5	Эй…… Лучше сначала посмотрю письмо, может, узнаю, почему сестра ушла……
2cc9a5aea47d4e4b	Что, новая династия? Что, разрушили храм Луньсин? Люди нашего храма клянутся навсегда охранять это место!
1c6d20cadfc8e788	Граница-Храм Великого императора
de3497c1086b1daa	Храм воинов-спуск с лифта, первый поворот-длинный меч-нападение сзади
532ee82273d4717e	Воинственная земля знает добрых людей, вместе истребляющих злодеев. Множество опорных пунктов заняты злыми силами, нуждаются в благородных героях, чтобы сформировать отряд и уничтожить их.
aaeff8bdfe68a365	Не верит, пока не встретит противника
1066c1a5ff545a2f	Срединная земля
96a63fb8fd0bc43b	Башня стилей-Ветер, 1-й этаж-начальник бандитов с ножами и щитами
5c6728d13f16a632	Вершина света Будды-пьяный монах (лук)\nДействие патрулирования: включено
bde0a9d32c3c0400	Сознание ослаблено
fa47a0a8456b6cda	Вичат
c00b82b716308ebe	Нож ночного бродяги
7d11fbe794f948c1	В то время все чиновники при дворе не верили, что министр Ван Пу сможет превратить город Кайфэнь в образ, изображённый на рисунке.
86fa45441e7f60a9	При успешном снятии напряжения можно немедленно получить один из следующих эффектов:\n   Путь к бессмертию — следующая способность #Yповышает урон на 10%#E;\n   Сердце бессмертия — следующая способность #Yгарантированно наносит критический урон#E;\n   Смысл бессмертия — следующая способность #Yгарантированно наносит эффект "Смысл"#E;\nЭффект может длиться до #Y10#E секунд, и каждый #Y24#E секунды может активироваться только один раз.\nАктивные способности: боевые техники, техники восприятия, особые техники, техники накопления и производные техники.
fdc1b490c44f0b1c	Подслушав разговор двух бродячих мастеров в гостинице, получил подсказки о «Канланьском свитке меча».
9c99d3b3954dfc4a	Прыжок в воздухе <Выход луны, потрясая весну|781|#C|10302|20302105> увеличивает шанс критического удара на #Y30%#E против целей с истинной энергией ниже 30%.
63dca202b6ca56e5	Событие, сильно влияющее на разум
d582eb90ea8a8692	Дорога бродячих мастеров долгая, но приятно отдохнуть рядом с лошадью — очень хорошо, очень хорошо.
53d71e874e321cfa	Башня стилей, звон колокола·Тень, 2-й этаж — монах, полумесяц-секира 3
3cd72a1c092254f7	Звон колокола·Радужная башня 1-3-нож-щит, глава
15785c6daf2a1431	Секта Тань Циань — Линь, 1-й уровень — командир бандитов с топором и щитом
405a973b7ee77f4c	В режиме «Разгром генерала», внешний урон и урон по всем параметрам увеличены на #Y+5,25%#E; специальные эффекты разблокируются на #Y5-м#E, #Y10-м#E и #Y15-м#E уровнях
345691172fa4b512	Записи о бойцовском мире — Янь и Инь, как тени
70d79dfd1ba232cd	По городским слухам, когда на вершине Храма Буддистского Света вновь появится Священный Свет, Буддийский сын Мяо Шань вернётся сюда. Это правда или ложь? Возможно, для проверки этого понадобится человек, обладающий судьбой.
ca9102501a6f4be9	Храм Дасянго — фон движения
4bef91ec563c7a41	Доспехи покрылись пылью, оружие скрыто в ножнах — возможно, это лучшее прибежище в эпоху мира.
e15294ae1665c6e1	В первый год после постройки деревни Фэнхэ урожай не был собран, и Янь Фэнцзы первым взял инициативу, пригласив нескольких друзей ловить насекомых в поле. Когда он принёс на стол блюда с оболочками и куколками, все в деревне отвратительно закричали, и с тех пор он стал известен как «маленький сумасшедший». Хотя Янь Фэнцзы и сам после еды вырвало, он не верил в это, ведь живой человек не может быть съеден голодом? Если насекомые едят зерно, то он будет есть насекомых.
71fb28734d8a1097	С тех пор как Цзиньцзинь Цзинь был захвачен Буддийскими цветами и их последователями, нравы местных жителей кардинально изменились. Пятеро братьев-мышей, известных как «Пять братьев-рыцарей», тайно помогают жителям, скрываясь в подземных пещерах. Однако младший брат, Цзи Сяошу, в последнее время ведёт себя странно, никто не знает, что он замышляет…
8f92bdbc9011c63d	Уровень мира — Село Фоя, монах-едок (луна-лопата), обычная группа
9a936ca87ffd11da	О! Монах отравил разбойников — никто из них не хороший!
f4ece2330d2e1df1	Путник-воин-дева
d5ebe36d62433f33	Кто эти люди? Что замышляет И Дао?\nВ тот момент, когда ты отвлекся на И Дао, убитый ранее убийца внезапно ожил.\nОказалось, И Дао намеренно оставил живого, чтобы найти за кулисами настоящего виновника.
94f6ae9e8e21daf8	Гость, вы не правы. Без императора Си-цзун, кто-то другой поведёт нас на север. Эти земли на севере — дом многих людей. Разве мы оставим их без возвращения?
8f8bb61e7c14a7a5	Старые друзья, новые знакомые — какая же тревога перед дорогой, если рядом есть кто-то, кто понимает?
86411838d04a01d5	Опубликовать объявление о поиске ученика
96fa33718ca3007a	При атаке на опорный пункт Цзинхэ существует #G20%#E шанс дополнительно получить предмет (включая опорные пункты, участвующие в «Своде боевых искусств» и «Совместной ликвидации», каждый раз при затрате 20 единиц силы)
e92e0cfa9bea4b99	Длинноштыревое оружие
69bd99b18b288e09	Согласно преданию, этот навык позволяет сокращать тело, делая кости и мышцы гибкими, как у змей. В эпоху пяти династий этот навык появлялся в мире, которым владели выдающиеся мастера боевых искусств. Однако его истинная природа уже трудно установить.
305ea907453ef159	При последовательном попадании <Небесный гнев: Дуэль> в одно и то же существо (с интервалом не более 2 секунд) дополнительно наносится (0/1/2) единиц истинной энергии в зависимости от количества попаданий.
c853b9c01c6d3d40	Школа стиля Туо-му, 8-й уровень — глава малой группы копейщиков с золотой бахромой
a217a649cd006cfe	<Минимальный внешний урон|780|#C|15> повышается, эффект увеличивается с уровнем режима одиночной игры (текущее значение: #Y{0:.1f}#E очков).
3d06f6d7e5dc29a5	Текущее местоположение: Мой мир.
810d6dce65b9d006	Последователь цветка Будды.
1c6ae2327f7842ac	Уровень мира - Деревня Будды - Пьяный монах-стрелок (лук)\nДействие патрулирования: включено.
4fc12a969dc3b196	Наносит #G340%#E урона, оглушает противника на #G6#E секунд.
b8a2604621b4814d	Одна из «Семи красавиц озера Цветов», известная своей мудростью и мастерством в шахматах.\nРанее сыграла партию с Чжэнь Руоляном, главой Цзюньхуа, а также прославилась игрой «Привлечение оленя в банановую рощу».\nНекоторые говорят, что это просто случайность, ведь кошки же не играют в шахматы?\nНо большинство предпочитают считать её легендой, смеясь: «Банановая шахматная фея».
2d405c580c21b372	«Таолюэ Юаньцзи» — издание 46-го года правления Канси, одно из четырёх великих сборников шахматных позиций династии Цин. Книга содержит множество народных шахматных позиций, передававшихся из поколения в поколение, изменив традицию эпохи Мин, когда все позиции заканчивались победой красных, и введя больше ничьих — это стало началом появления сложных шахматных позиций.
6dbcffa75c0e247c	Ученик Цветов тени, один из двадцати четырёх ветров цветения.
3c4674b856b176ec	Фанлou — Книга мира — атмосфера 4 — Белая женщина.
ee79408e84c4338d	Башня стиля — Разрушение тростника · Ветер, 1-й уровень — Разбойник с одноручным мечом.
7047938e0a1787af	Даже перед великим монахом, излучающим свет, я не боюсь, что же мне бояться богов и божеств? Милочка, лучше перестань сопротивляться...
1a7420f2e6e2ebf3	Старые знакомые с дороги
f9fc3d6b21bcd63d	Эта женщина была доверенным чиновником при короле Южной страны, а её имя... действительно не слышал. Она руководит делами Башни Птичьих Одежд, действуя под именем чиновницы.
ded997b8c6707b55	Хоть у меня был бы один друг с дороги, они бы не осмелились так нагло поступать!
e271da1e18cab9d6	Правая улица - Человек с дороги 7 - Диалог
52ab44e381500739	Преданность и справедливость
e782fe8e5694e956	Джянъян, великий вор И Дао, ищет следы Ханьсян Сюнь. Осторожнее, защищайся, а потом постарайся уйти от него.
3dacd3b125e73d41	Фаньлou - Книга о бойцовских искусствах - Цинь Ruолан - Цель после пробуждения
4e2b471e3438c7b1	Робот Старого могильника - Тренировка с деревянным стержнем
469cc290999ff5ea	Место хранения 4 - Перерыв для чая Лян Муъэнь, У Мэйсюн - Белый
10fd28873f87cb73	Ван Чжицяо
3c5e94796ac574d8	Человек мира — скрывающийся в туманном лесу, лечится сонным кукловодом
af2346314a5d0146	Каждый раз, когда наносится или получается урон, есть #Y10%#E шанс накладывать эффект яда, действующий #Y5#E секунд, нанося урон каждый секунд. При получении яда цель немедленно теряет #Y1.2%#E внутреннюю и внешнюю защиту, действует #Y10#E секунд, может накладываться до #Y5#E слоёв. Повторное получение обновляет время действия.
28a7df7eb0f918e3	Записи Тяньъя Кэ, странствующего по миру
15eb841fa13d8868	Завершено «Путеводитель по миру» #YПутешествие Хия — Вражда с Хэйхай#E ({0}/1)
add17538a6c09f32	Человек мира из Демонического Башни
b5fa97335b690af1	Техника боевого искусства <Беседка без имени|781|#C|10202> <Определение Вселенной|781|#C|10202|20102101> при использовании восстанавливает выносливость и повышает эффект #Yснижения расхода выносливости#E (дополнительно повышается при беге и накоплении), продлевает продолжительность действия.
af27bcb14c1be257	Сяо Ши обладает высокой чистотой нрава, строгим самоконтролем и благородством, никогда не погружается в мир чувственных наслаждений. Он также проявляет доброжелательность и милосердие к слугам, никогда не злоупотребляя своим положением.
a023ca7a3511d067	Скорее... скорее помоги мне удержать лошадь... иначе она истечёт кровью и умрёт!!
ad83d726556b9d5f	Человек мира
8ae494f974b2e741	<Сила: Стоцветы увядают> При попадании в противника, если ваша истинная энергия превышает 50%, вы получаете состояние прочности на 2 секунды. Эффект прочности можно активировать раз в 20 секунд.
a8bb0c0039174a05	Ван Чжицяо
805d1b01736cf564	Тайный человек, благодаря вашей помощи, обрел покой души. Путь не ограничивается одной горой. Прощаясь, он передал вам знак принадлежности к Мо-цзя, держа его, вернитесь, чтобы исполнить волю Фэна Цзисэнга.
2f9b8a3e1d8572cf	Верните браслет
8b45c0ec1e681233	Гостиница «Бесконечный гость» — зал первого этажа — бедный странник
21875999bf535523	Награда за мероприятие в мини-приложении WeChat
b3f240a8a1154230	Ван Чжицяо
5edf320ee8f2c31a	Чужой странник
9a5885ab98fc7520	Если вы переместитесь на расстояние более #Y12#E метров за 3 секунды, вы получите #Y5#E слоёв эффекта «Весенний гром»: при использовании #Yтяжёлой атаки, воздушной тяжёлой атаки, лёгкой атаки, лёгкой атаки с накоплением#E каждый раз, когда наносится урон, вы можете потратить 1 слой «Весенний гром», чтобы увеличить урон от этого типа навыков на #Y15%#E в течение текущего удара и следующих 1 секунды. Эффект увеличения урона будет действовать только после завершения предыдущего эффекта. Эффект «Весенний гром» от перемещения можно активировать раз в #Y15#E секунд, максимальное время хранения — #Y12#E секунд. Во время действия эффекта «Весенний гром», при попадании #Yтяжёлой атаки#E или #Yвоздушной тяжёлой атаки#E в цель с истинной энергией ниже #Y30%#E или с истощением энергии, вы можете восстановить 1 слой эффекта «Весенний гром», но эффект восстановления действует раз в #Y2#E секунды.
a7d89c5dfa5918a5	Буддийский монах из племени Фо-я, приказанный охранять обычных монахов, давно страдает от их словесных издевательств.
811d93a03c229784	И-Да — поле тренировок в мире сновидений
3944d39c796902aa	Точка прерывания предварительного навыка: после завершения первого пронзания можно прервать навык.
cd7ac5acea905b4b	После того, как Мяо Шань отправился в далёкие края, храм Фахуа больше не был прежним. Позже, когда Хуэй Яо запер храм и изгнал всех противников, он стал ещё...
6d13c152345c55dd	Ван Чжицяо
f7073f4913db88bc	Записи о мире китайских мечей
8df639eb5b0f61ea	Для простых людей, «Не завидовать бессмертию» и «Слёзы разлучённых» стали лишь трагической историей прошлого.\nЭто конец истории младшего наследника Сяо Ду.\nА это — начало твоего пути в мире китайских мечей.
562cd9474a903a3c	Метод боя с мечом «Мо» — не установлен
ac3f07c133d7c441	#a66829В северных бамбуковых рощах#E живёт девочка по имени Ронгронг, которая всегда говорит, что здесь спрятана книга «Тайная книга великого героя».
76358b4c0135e84f	Я могу передать слова, но поверят ли они мне?
8aa818c94af298b8	Причина сегодняшнего дня — взгляни на последствия
b728f360224c6826	Волнение цен на зерно — Цяо Шао Жэнь — сцена 1, вечер
32042e55377439c4	Двойной нож 2
